tax	barcode01_1	barcode01_2	barcode01_3	barcode02_1	barcode02_2	barcode02_3	barcode03_1	barcode03_2	barcode03_3	barcode04_1	barcode04_2	barcode04_3	barcode05_1	barcode05_2	barcode05_3	barcode06_1	barcode06_2	barcode06_3	barcode07_1	barcode07_2	barcode07_3	barcode08_1	barcode08_2	barcode08_3	barcode09_1	barcode09_2	barcode09_3	barcode10_1	barcode10_2	barcode10_3	barcode11_1	barcode11_2	barcode11_3	barcode12_1	barcode12_2	barcode12_3	barcode13_1	barcode13_2	barcode13_3	barcode14_1	barcode14_2	barcode14_3	barcode15_1	barcode15_2	barcode15_3	barcode16_1	barcode16_2	barcode16_3	barcode21_1	barcode21_2	barcode21_3	barcode22_1	barcode22_2	barcode22_3	barcode23_1	barcode23_2	barcode23_3	barcode24_1	barcode24_2	barcode24_3	total
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphobaculum	0	0	0	0	0	0	0	0	0	72	25	19	11	1	3	128	41	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	78	72	272	70	80	94	18	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacteriaceae_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	43	51	270	83	76	220	73	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027
Bacteria;Bacteria_none;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter	149	23	37	160	23	31	90	21	31	29	13	6	22	5	2	40	6	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	55	14	8	28	6	15	19	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	855
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Nitratireductor	0	0	0	0	0	0	0	0	0	24	4	9	37	3	5	76	16	20	117	19	28	127	27	37	100	26	25	0	0	0	0	0	0	0	0	0	36	10	3	32	2	12	18	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	47	43	206	47	74	129	48	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Thalassobaculaceae;Thalassobaculum	55	17	17	52	20	15	67	9	9	35	5	6	25	10	4	40	8	4	28	7	9	39	13	9	25	8	12	27	3	5	15	10	7	36	6	9	0	0	0	0	0	0	0	0	0	37	15	10	0	0	0	0	0	0	1	0	0	0	0	0	729
Bacteria;Bacteria_none;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichales_uncultured;Unclassified_Microtrichales_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	28	42	130	27	43	159	35	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	654
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculales_uncultured;Unclassified_Parvibaculales_uncultured	5	1	0	0	0	0	3	2	1	27	5	10	52	4	11	55	9	14	12	3	0	32	13	5	13	5	2	55	14	13	24	14	5	37	9	5	0	0	0	0	0	0	0	0	0	102	34	21	0	0	0	0	0	0	0	0	0	0	0	0	617
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	34	31	269	78	70	0	0	0	0	0	0	605
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	1	132	36	42	151	39	42	82	20	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Nisaeaceae;Nisaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	45	38	148	31	37	50	15	16	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	522
Bacteria;Bacteria_none;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;Caldilineaceae_uncultured	36	15	14	52	17	14	24	5	10	41	20	23	47	13	12	90	25	31	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Roseitalea	0	0	0	0	0	0	0	0	0	47	4	5	40	6	3	44	6	9	21	1	4	21	0	4	28	4	5	42	4	16	17	2	3	27	1	6	0	0	0	0	0	0	0	0	0	54	6	7	0	0	0	0	0	0	0	0	0	0	0	0	437
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Mameliella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	32	23	127	31	33	54	17	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Methylophagaceae;Methylophaga	6	0	0	6	1	0	6	4	2	0	0	0	0	0	0	0	0	0	50	13	19	69	29	26	78	16	15	25	6	7	1	0	1	9	1	3	0	0	0	0	0	0	0	0	0	10	5	3	0	0	0	0	0	0	0	0	0	0	0	0	411
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Algiphilaceae;Algiphilus	13	7	1	8	1	0	17	4	2	47	13	9	50	12	12	45	5	9	0	0	0	2	0	2	1	1	1	13	3	7	6	4	5	24	5	9	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	343
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter	0	0	0	0	0	0	0	0	0	22	3	3	16	1	3	33	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	12	24	69	18	11	20	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Aestuariibacter	0	0	0	0	0	0	0	0	0	115	31	44	36	8	5	62	27	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccales_uncultured;Unclassified_Defluviicoccales_uncultured	9	5	0	4	1	5	6	0	1	19	6	10	17	13	6	21	3	5	9	5	6	21	5	5	11	2	2	14	3	2	9	4	3	6	0	0	0	0	0	0	0	0	0	0	0	55	14	12	0	0	0	0	0	0	0	0	0	0	0	0	319
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Acuticoccus	0	0	0	0	0	0	0	0	0	49	10	13	46	15	9	90	35	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia	0	0	1	2	1	0	2	0	1	8	4	3	16	2	7	24	14	4	0	0	0	0	0	0	0	0	0	36	8	7	26	5	2	27	5	9	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	217
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium	42	10	16	61	13	20	34	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseivivax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	39	36	0	0	0	0	0	0	0	0	0	0	0	0	191
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacteraceae_uncultured	38	8	14	53	22	12	15	7	3	7	0	0	4	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Oceanicola	2	0	0	2	1	1	2	2	0	7	1	2	14	0	3	6	2	3	20	1	3	19	3	3	7	2	3	15	1	7	7	2	1	7	1	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	156
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloligellaceae_uncultured	8	0	1	2	0	1	6	1	2	25	6	6	18	3	0	37	6	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	6	9	33	8	8	0	0	0	1	0	0	96
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Hyphococcus	19	6	3	27	10	2	12	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	6	22	7	5	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pseudozobellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	10	9	0	0	0	0	0	0	0	0	0	0	0	0	69
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade	7	0	3	35	10	8	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Seohaeicola	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22	5	5	2	2	2	6	1	1	0	0	0	0	0	0	0	0	0	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0	69
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	2	0	14	7	3	10	1	3	12	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	2	2	1	7	0	0	2	2	0	2	1	0	16	1	3	3	2	4	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Kiloniellales;Fodinicurvataceae;Fodinicurvata	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5	0	1	2	1	0	1	0	0	10	0	2	9	3	1	9	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	5	12	0	0	0	0	0	0	0	0	0	0	0	0	51
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;Unclassified_PS1 clade	12	4	6	13	1	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudaminobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	6	8	2	1	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Chromatocurvus	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	1	2	0	0	12	0	1	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	43
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Oricola	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	2	1	3	0	0	1	2	0	0	0	0	6	0	2	2	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillaceae_uncultured	4	2	0	12	1	3	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Bacteria;Bacteria_none;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	8	3	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillaceae_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	4	9	2	4	0	0	0	0	0	0	28
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	3	0	0	0	0	0	0	0	0	0	0	0	0	27
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;Unclassified_OM182 clade	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	4	1	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Unclassified_Rhodobacteraceae	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	2	2	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Tenderiales;Tenderiaceae;Candidatus Tenderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Euzebyella	0	0	0	0	0	0	0	0	0	10	1	3	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Thioalkalispiraceae;Thiohalophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	4	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1;Alcanivorax	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	5	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	3	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Bacteria;Bacteria_none;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaeraceae_uncultured	2	0	3	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Haliea	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Puniceispirillales;Puniceispirillales_uncultured;Unclassified_Puniceispirillales_uncultured	3	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Kiloniellales;Fodinicurvataceae;Fodinicurvataceae_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	0	0	0	8
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	0	0	0	0	0	0	0	7
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;Litorivivens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Bacteria;Bacteria_none;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Chloroflexi;Anaerolineae;SBR1031;A4b;Unclassified_A4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Pseudohaliea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonadaceae_uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	4
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Eukaryota;Chloroplastida;Phragmoplastophyta;Embryophyta;Malpighiales;Malpighiales_Incertae_sedis;Hevea	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Kiloniellaceae_uncultured	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudohoeflea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thalassococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
